0,0,0,0,0,0.01,0,0.01,0,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.08,0.06,0.09,0.07,0.08,0.07,0.11,0.11,0.1,0.1,0.12,0.12,0.12,0.14,0.15,0.14,0.14,0.16,0.15,0.16,0.16,0.22,0.17,0.19,0.22,0.22,0.24,0.23,0.26,0.28,0.24,0.24,0.27,0.31,0.31,0.31,0.28,0.4,0.33,0.35,0.32,0.37,0.39,0.43,0.44,0.39,0.39,0.38,0.4,0.43,0.42,0.43,0.42,0.44,0.46,0.46,0.48,0.48,0.49,0.52,0.51,0.53,0.55,0.56,0.57,0.58,0.6,0.6,0.63,0.64,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,

0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01,
0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0,0,0,0,0.01,0,0.01,0.01,0.01,0,0.01,0,0,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,
0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0.01,0,0,0.01,0,0.01,0,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0.01,0,0,0,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0,0,0.01,0.01,0,0.01,0,0.01,0.01,0.01,

0,0,0.01,0,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.07,0.07,0.08,0.09,0.1,0.11,0.13,0.14,0.15,0.17,0.18,0.19,0.22,0.23,0.24,0.26,0.28,0.31,0.32,0.35,0.36,0.39,0.41,0.42,0.45,0.47,0.5,0.52,0.55,0.58,0.6,0.63,0.66,0.69,0.72,0.74,0.78,0.81,0.84,0.88,0.91,0.94,0.98,1.03,1.05,1.08,1.13,1.15,1.2,1.24,1.28,1.36,1.4,1.44,1.48,1.54,1.56,1.62,1.65,1.72,1.72,1.75,1.8,1.84,1.9,1.94,1.99,2.04,2.09,2.14,2.19,2.25,2.3,2.35,2.41,2.47,2.52,2.58,2.63,2.69,2.75,2.81,2.87,2.92,2.99,3.06,
0,0,0,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.04,0.05,0.05,0.06,0.08,0.08,0.1,0.1,0.11,0.13,0.14,0.16,0.16,0.19,0.2,0.21,0.23,0.25,0.27,0.28,0.3,0.32,0.35,0.37,0.39,0.41,0.44,0.46,0.49,0.51,0.54,0.56,0.6,0.62,0.64,0.67,0.7,0.73,0.76,0.79,0.82,0.86,0.89,0.93,0.96,1,1.03,1.07,1.11,1.15,1.19,1.22,1.27,1.3,1.34,1.38,1.43,1.47,1.51,1.56,1.6,1.65,1.7,1.74,1.78,1.85,1.89,1.92,1.98,2.03,2.09,2.14,2.19,2.24,2.29,2.35,2.4,2.45,2.52,2.56,2.62,2.68,2.74,2.81,2.86,2.93,3,3.04,3.11,
0,0.01,0,0,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.06,0.06,0.06,0.07,0.09,0.1,0.11,0.12,0.14,0.15,0.17,0.17,0.2,0.21,0.22,0.25,0.26,0.27,0.29,0.32,0.33,0.36,0.38,0.4,0.42,0.44,0.47,0.5,0.52,0.54,0.57,0.6,0.62,0.66,0.68,0.71,0.74,0.77,0.8,0.83,0.86,0.91,0.94,0.96,1,1.04,1.08,1.11,1.15,1.18,1.22,1.26,1.3,1.34,1.38,1.43,1.46,1.51,1.55,1.59,1.64,1.68,1.73,1.77,1.82,1.88,1.92,1.97,2.02,2.07,2.12,2.17,2.22,2.27,2.33,2.38,2.45,2.49,2.54,2.6,2.66,2.71,2.79,2.84,2.9,2.94,3.01,

0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,
0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,
0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,

0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0.01,0,0,0,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,
0,0,0,0.01,0,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.07,0.08,0.08,0.09,0.1,0.11,0.12,0.13,0.15,0.16,0.18,0.2,0.21,0.22,0.23,0.25,0.26,0.28,0.3,0.31,0.34,0.35,0.38,0.39,0.41,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.59,0.62,0.65,0.67,0.69,0.73,0.75,0.78,0.81,0.84,0.87,0.9,0.93,0.96,0.99,1.02,1.06,1.09,1.12,1.16,1.19,1.23,1.26,1.3,1.34,1.37,1.41,1.45,1.5,1.52,1.57,1.61,1.65,1.69,1.74,1.78,1.82,1.87,1.9,1.95,2.01,2.05,2.08,2.14,2.19,2.24,2.28,2.33,2.38,2.44,2.48,2.53,
0,0,0.01,0,0,0.01,0,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.14,0.14,0.15,0.15,0.16,0.17,0.19,0.2,0.21,0.21,0.24,0.24,0.25,0.27,0.27,0.29,0.3,0.32,0.33,0.34,0.36,0.36,0.38,0.4,0.41,0.43,0.45,0.46,0.47,0.49,0.51,0.53,0.54,0.56,0.58,0.59,0.61,0.64,0.64,0.66,0.68,0.71,0.73,0.75,0.77,0.78,0.82,0.83,0.85,0.88,0.89,0.92,0.94,0.96,0.99,1.01,1.04,1.06,1.09,1.11,1.14,1.16,1.19,1.22,1.24,1.26,1.3,1.32,1.35,

0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0,0,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0.01,0.01,0.01,
0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.08,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.1,0.11,0.11,
0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.06,0.05,0.06,0.05,0.06,0.06,0.07,0.06,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.09,0.1,0.11,0.11,0.1,0.12,0.11,0.11,0.13,0.12,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.18,0.18,0.18,0.19,0.19,0.2,0.2,0.21,0.2,0.22,0.22,

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,
